Start Time,End Time,SUBNETWORK,SUBNETWORK Name,Average UL Signal Strength(dbm),Average DL Signal Strength(dbm),SDCCH Blocking,SDCCH Dropped call total number,Voice DL Quality (RxQual 0 to 3),UL Quality (RxQual 0 to 3),TCH Drop Rate,CSSR(Doc),TCH total traffic number FR(erl),TCH total traffic number HR(erl),Handover success rate(%),Operator
05/07/2019 20:00:00,05/07/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0,435.0,0.9103,0.9112,0.0,0.9971,0.1622,0.0008,1.0,Chinguitel
05/08/2019 20:00:00,05/08/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,514.0,0.9116,0.9117,0.0108,0.975,1.3119,0.0014,1.0,Chinguitel
05/09/2019 20:00:00,05/09/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,520.0,0.9092,0.9125,0.0247,0.9606,1.1728,0.0,1.0,Chinguitel
05/10/2019 20:00:00,05/10/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0007,417.0,0.9111,0.9078,0.0133,0.9783,1.8369,0.0,1.0,Chinguitel
05/11/2019 20:00:00,05/11/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,517.0,0.9109,0.9069,0.0513,0.95,0.7022,0.0,1.0,Chinguitel
05/12/2019 20:00:00,05/12/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,495.0,0.9114,0.9087,0.0139,0.9828,1.1292,0.0,1.0,Chinguitel
05/13/2019 20:00:00,05/13/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,487.0,0.9097,0.9061,0.0,0.986,2.3978,0.0,1.0,Chinguitel
05/14/2019 20:00:00,05/14/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0018,540.0,0.9122,0.9126,0.0,1.0,0.0,0.0,1.0,Chinguitel
05/15/2019 20:00:00,05/15/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,460.0,0.9111,0.9086,0.0,1.0,0.0,0.0,1.0,Chinguitel
05/16/2019 20:00:00,05/16/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0,452.0,0.9111,0.9109,0.0,1.0,0.0,0.0,1.0,Chinguitel
05/17/2019 20:00:00,05/17/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0098,740.0,0.9088,0.9045,0.0,1.0,0.0,0.0,1.0,Chinguitel
05/18/2019 20:00:00,05/18/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0,486.0,0.9087,0.9079,0.0,0.9792,2.2706,0.0,1.0,Chinguitel
05/19/2019 20:00:00,05/19/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0,478.0,0.9092,0.9059,0.0,1.0,4.4897,0.0,1.0,Chinguitel
05/20/2019 20:00:00,05/20/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0001,487.0,0.911,0.9108,0.0,0.9879,2.2814,0.0,1.0,Chinguitel
05/21/2019 20:00:00,05/21/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0,563.0,0.9069,0.9066,0.026,0.9791,25.885,0.0097,0.9843,Chinguitel
05/22/2019 20:00:00,05/22/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0,525.0,0.9108,0.9092,0.0206,0.993,87.7881,0.1958,0.9854,Chinguitel
05/23/2019 20:00:00,05/23/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0,501.0,0.9101,0.9131,0.0213,0.9931,47.4164,2.1694,0.9808,Chinguitel
05/24/2019 20:00:00,05/24/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,453.0,0.9143,0.9151,0.0139,0.9799,9.3878,0.0,0.9847,Chinguitel
05/25/2019 20:00:00,05/25/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0,547.0,0.9085,0.9103,0.0148,0.9882,5.4258,0.0,0.9789,Chinguitel
05/26/2019 20:00:00,05/26/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0001,675.0,0.9059,0.9099,0.0178,0.9873,11.3169,0.0783,0.9542,Chinguitel
05/27/2019 20:00:00,05/27/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-82.0,0.0,494.0,0.9082,0.9103,0.0034,0.9871,8.8503,0.0,0.9984,Chinguitel
05/28/2019 20:00:00,05/28/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,535.0,0.9111,0.9126,0.001,0.9949,23.1006,0.0,0.9087,Chinguitel
05/29/2019 20:00:00,05/29/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,456.0,0.9114,0.9084,0.0029,0.9958,58.7472,0.0,1.0,Chinguitel
05/30/2019 20:00:00,05/30/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0045,602.0,0.9084,0.9123,0.0014,1.0,20.6706,0.0,1.0,Chinguitel
05/31/2019 20:00:00,05/31/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0001,541.0,0.9124,0.9099,0.0301,0.9806,13.1164,0.0047,1.0,Chinguitel
06/01/2019 20:00:00,06/01/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-82.0,0.0007,599.0,0.9104,0.9108,0.0007,0.998,51.3133,3.9819,1.0,Chinguitel
06/02/2019 20:00:00,06/02/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-82.0,0.0,525.0,0.9116,0.9123,0.001,0.9961,20.6589,2.3156,1.0,Chinguitel
06/03/2019 20:00:00,06/03/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0026,620.0,0.9088,0.9106,0.0,0.9997,5.3233,0.1756,1.0,Chinguitel
06/11/2019 20:00:00,06/11/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-80.0,0.0061,272.0,0.9486,0.935,0.0018,0.9972,90.1036,0.285,0.9931,Mauritel
06/11/2019 20:00:00,06/11/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0,38.0,0.9495,0.9346,0.0002,0.9958,139.0989,9.4664,0.9969,Mauritel
06/11/2019 20:00:00,06/11/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,82.0,0.9221,0.9457,0.0003,0.9953,60.1628,0.8408,0.9937,Chinguitel
06/11/2019 20:00:00,06/11/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-87.0,-81.0,0.0067,543.0,0.9112,0.906,0.0484,0.9554,5.5014,0.1792,0.8506,Chinguitel
06/12/2019 20:00:00,06/12/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0009,167.0,0.949,0.9389,0.0913,0.9393,8.6464,0.5114,0.9559,Mauritel
06/12/2019 20:00:00,06/12/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0,53.0,0.9494,0.9352,0.0048,0.9941,18.5164,0.1064,0.9333,Mauritel
06/12/2019 20:00:00,06/12/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,88.0,0.9277,0.9524,0.0008,0.9999,17.9347,0.2008,1.0,Chinguitel
06/12/2019 20:00:00,06/12/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-81.0,0.0,506.0,0.9097,0.9053,0.0101,0.985,21.5247,2.6644,1.0,Chinguitel
06/14/2019 00:00:00,06/14/2019 00:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0005,229.0,0.9409,0.9395,0.0011,0.9989,24.7119,0.7186,1.0,Mauritel
06/15/2019 00:00:00,06/15/2019 00:00:00,101.0,NKC BSC2(101),-85.0,-78.0,0.0009,188.0,0.944,0.9349,0.0011,0.994,29.9644,0.0,0.9943,Mauritel
06/16/2019 00:00:00,06/16/2019 00:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0004,171.0,0.9473,0.9342,0.0,0.9926,22.075,0.0,0.9978,Mauritel
06/14/2019 00:00:00,06/14/2019 00:00:00,102.0,NDB BSC2(102),-83.0,-75.0,0.0,58.0,0.9465,0.9317,0.0,1.0,6.0875,0.0,1.0,Mauritel
06/15/2019 00:00:00,06/15/2019 00:00:00,102.0,NDB BSC2(102),-83.0,-75.0,0.0,74.0,0.9474,0.9324,0.0015,0.9956,16.1956,0.0,0.9971,Mauritel
06/16/2019 00:00:00,06/16/2019 00:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0044,61.0,0.9495,0.9353,0.0,1.0,37.9344,0.0,0.9848,Mauritel
06/14/2019 00:00:00,06/14/2019 00:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,97.0,0.9247,0.9453,0.0,1.0,0.0058,0.0,1.0,Chinguitel
06/15/2019 00:00:00,06/15/2019 00:00:00,105.0,Kaedi BSC2(105),-85.0,-80.0,0.0,79.0,0.9227,0.9484,0.0147,1.0,0.9317,0.0008,0.8115,Chinguitel
06/16/2019 00:00:00,06/16/2019 00:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0064,61.0,0.9218,0.9505,0.0233999999999999,0.9824,4.8756,0.0547,0.973,Chinguitel
06/14/2019 00:00:00,06/14/2019 00:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,551.0,0.9087,0.9057,0.0078,0.9914,4.7189,0.0,0.9651,Chinguitel
06/15/2019 00:00:00,06/15/2019 00:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-82.0,0.0,522.0,0.9092,0.9088,0.024,0.9799,20.6319,3.1311,0.4375,Chinguitel
06/16/2019 00:00:00,06/16/2019 00:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0007,611.0,0.9114,0.9039,0.0039,0.9934,6.9069,0.0142,0.9941,Chinguitel
06/18/2019 20:00:00,06/18/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0031,332.0,0.949,0.9302,0.0032,0.9954,6.7322,0.0153,0.9845,Mauritel
06/18/2019 20:00:00,06/18/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-75.0,0.0,41.0,0.9492,0.9347,0.0226,0.9869,22.6117,3.3667,0.9412,Mauritel
06/18/2019 20:00:00,06/18/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0009,95.0,0.9234,0.9524,0.0243,0.9923,18.1147,0.0453,1.0,Chinguitel
06/18/2019 20:00:00,06/18/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,580.0,0.9144,0.9144,0.0398,0.9761,13.2489,1.5525,0.9293,Chinguitel
06/19/2019 20:00:00,06/19/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0007,216.0,0.9467,0.9371,0.0218,0.9719,30.5786,15.6831,1.0,Mauritel
06/19/2019 20:00:00,06/19/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-75.0,0.0002,72.0,0.9449,0.9272,0.0126,0.9913,47.4611,14.7656,0.9884,Mauritel
06/19/2019 20:00:00,06/19/2019 21:00:00,105.0,Kaedi BSC2(105),-83.0,-79.0,0.0,61.0,0.93,0.9543,0.0124,0.9914,22.2503,0.65,0.9796,Chinguitel
06/19/2019 20:00:00,06/19/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,551.0,0.9145,0.9126,0.01,0.948,13.46,0.8056,0.964,Chinguitel
06/20/2019 20:00:00,06/20/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0009,192.0,0.9494,0.9352,0.0141999999999999,0.9506,19.2869,0.2008,0.9585,Mauritel
06/20/2019 20:00:00,06/20/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0,68.0,0.9515,0.9431,0.0113999999999999,0.9664,15.5736,24.5372,0.9529,Mauritel
06/20/2019 20:00:00,06/20/2019 21:00:00,105.0,Kaedi BSC2(105),-83.0,-78.0,0.0002,79.0,0.9317,0.9533,0.009,0.9661,30.7789,10.4244,0.9681,Chinguitel
06/20/2019 20:00:00,06/20/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0001,604.0,0.9094,0.9071,0.005,0.9643,45.9603,1.0431,0.9645,Chinguitel
06/21/2019 20:00:00,06/21/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0019,349.0,0.9449,0.9327,0.0348,0.905,8.6692,0.4,0.9479,Mauritel
06/21/2019 20:00:00,06/21/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0,125.0,0.9509,0.942,0.0044,0.9922,24.8025,0.0392,0.9855,Mauritel
06/21/2019 20:00:00,06/21/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,76.0,0.9242,0.9498,0.0165,0.9797,21.4892,0.0739,0.9562,Chinguitel
06/21/2019 20:00:00,06/21/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,635.0,0.9102,0.908,0.0048,0.9931,97.6986,1.7564,0.9754,Chinguitel
06/22/2019 20:00:00,06/22/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0025,262.0,0.9445,0.9307,0.0032,0.995,18.4442,0.0017,0.9814,Mauritel
06/22/2019 20:00:00,06/22/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0,61.0,0.9524,0.945,0.0388,0.8869,0.6456,0.0994,0.9658,Mauritel
06/22/2019 20:00:00,06/22/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,69.0,0.9223,0.949,0.0157,0.9726,18.2278,0.1686,0.978,Chinguitel
06/22/2019 20:00:00,06/22/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0001,599.0,0.9095,0.9094,0.0064,0.99,41.1522,16.8747,0.9889,Chinguitel
06/23/2019 20:00:00,06/23/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0155,242.0,0.9458,0.9286,0.0075,0.9878,37.5,0.4306,0.9917,Mauritel
06/23/2019 20:00:00,06/23/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0001,61.0,0.9499,0.9287,0.0028,0.9962,101.8183,22.0972,0.9866,Mauritel
06/23/2019 20:00:00,06/23/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,80.0,0.9276,0.9546,0.0049,0.9919,56.3342,0.0,0.9861,Chinguitel
06/23/2019 20:00:00,06/23/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,663.0,0.9147,0.9074,0.0023,0.9969,3.4283,0.0,1.0,Chinguitel
06/24/2019 20:00:00,06/24/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0015,235.0,0.9449,0.9319,0.0184,0.9769,13.4414,0.0,0.9194,Mauritel
06/24/2019 20:00:00,06/24/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-76.0,0.0003,67.0,0.9562,0.9349,0.0068,0.9971,7.0103,0.0,0.9268,Mauritel
06/24/2019 20:00:00,06/24/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,91.0,0.9292,0.954,0.0034,0.9975,8.2375,0.0,0.9245,Chinguitel
06/24/2019 20:00:00,06/24/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,663.0,0.9147,0.9133,0.0045,0.9959,14.7614,0.0025,0.9745,Chinguitel
06/25/2019 20:00:00,06/25/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0015,251.0,0.9473,0.9327,0.0141999999999999,0.9601,10.2314,0.0,0.9768,Mauritel
06/25/2019 20:00:00,06/25/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0,48.0,0.9533,0.9317,0.0076,0.9944,56.6886,0.0,0.975,Mauritel
06/25/2019 20:00:00,06/25/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,105.0,0.9314,0.9484,0.0046999999999999,0.9928,39.0922,0.0,0.9503,Chinguitel
06/25/2019 20:00:00,06/25/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,623.0,0.9183,0.9099,0.0371,0.9615,4.8814,0.4514,0.8462,Chinguitel
06/26/2019 20:00:00,06/26/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-79.0,0.0052,245.0,0.9467,0.9309,0.0069,0.9857,66.1183,19.5586,0.9282,Mauritel
06/26/2019 20:00:00,06/26/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-75.0,0.0,41.0,0.9513,0.9272,0.0048,0.9904,23.5097,0.1725,0.9013,Mauritel
06/26/2019 20:00:00,06/26/2019 21:00:00,105.0,Kaedi BSC2(105),-83.0,-79.0,0.0,71.0,0.9252,0.9504,0.001,1.0,50.6714,0.0644,0.9526,Chinguitel
06/26/2019 20:00:00,06/26/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0004,611.0,0.9175,0.9129,0.0009,1.0,66.6231,0.0172,0.9477,Chinguitel
06/27/2019 20:00:00,06/27/2019 21:00:00,101.0,NKC BSC2(101),-87.0,-80.0,0.0011,213.0,0.9453,0.9282,0.0021,0.9958,47.3458,0.0344,0.943,Mauritel
06/27/2019 20:00:00,06/27/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0,72.0,0.9542,0.9303,0.0007,0.9988,53.2636,0.0281,0.9936,Mauritel
06/27/2019 20:00:00,06/27/2019 21:00:00,105.0,Kaedi BSC2(105),-83.0,-79.0,0.0157,70.0,0.9278,0.9481,0.0019,0.9974,105.4411,1.6883,0.9792,Chinguitel
06/27/2019 20:00:00,06/27/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0018,617.0,0.9165,0.914,0.0009,0.9968,98.8772,0.1342,0.9921,Chinguitel
06/28/2019 20:00:00,06/28/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-80.0,0.0034,203.0,0.9441,0.9299,0.003,0.9995,11.6336,0.0069,0.9769,Mauritel
06/28/2019 20:00:00,06/28/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0,48.0,0.9538,0.9319,0.0025,0.9982,37.6336,0.1108,0.9806,Mauritel
06/28/2019 20:00:00,06/28/2019 21:00:00,105.0,Kaedi BSC2(105),-83.0,-79.0,0.0068,104.0,0.9259,0.9503,0.0054,0.9954,8.8131,0.0325,0.9527,Chinguitel
06/28/2019 20:00:00,06/28/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-81.0,0.0019,579.0,0.9123,0.913,0.0112,0.9778,16.3172,0.8864,0.9876,Chinguitel
06/29/2019 20:00:00,06/29/2019 21:00:00,101.0,NKC BSC2(101),-86.0,-80.0,0.0055,192.0,0.9352,0.9277,0.0147,0.9771,7.5292,0.2222,0.9693,Mauritel
06/29/2019 20:00:00,06/29/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0003,66.0,0.9508,0.9331,0.0023,0.9929,54.3142,0.2964,0.9891,Mauritel
06/29/2019 20:00:00,06/29/2019 21:00:00,105.0,Kaedi BSC2(105),-83.0,-79.0,0.004,107.0,0.9329,0.9583,0.0024,0.9962,172.8853,3.5083,0.9661,Chinguitel
06/29/2019 20:00:00,06/29/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-87.0,-81.0,0.0053,879.0,0.9114,0.9191,0.0043,0.9891,47.0906,0.2239,0.972,Chinguitel
06/30/2019 20:00:00,06/30/2019 21:00:00,101.0,NKC BSC2(101),-87.0,-80.0,0.003,206.0,0.9449,0.9308,0.0209,0.9714,19.1481,2.0128,0.9488,Mauritel
06/30/2019 20:00:00,06/30/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-74.0,0.0004,73.0,0.947,0.9308,0.0053,0.994,24.3261,14.3167,0.9667,Mauritel
06/30/2019 20:00:00,06/30/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,86.0,0.9243,0.945,0.009,0.9839,19.8056,0.0478,0.9523,Chinguitel
06/30/2019 20:00:00,06/30/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,637.0,0.9125,0.9097,0.0056999999999999,0.9892,35.5492,0.4636,0.8663,Chinguitel
07/01/2019 20:00:00,07/01/2019 21:00:00,101.0,NKC BSC2(101),-87.0,-80.0,0.001,178.0,0.9449,0.9332,0.0369,0.8854,1.6453,0.0,0.9207,Mauritel
07/01/2019 20:00:00,07/01/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-76.0,0.0,43.0,0.9414,0.9092,0.0118999999999999,0.9838,106.9903,23.2472,0.9846,Mauritel
07/01/2019 20:00:00,07/01/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,90.0,0.9234,0.9481,0.0023,0.9967,4.1464,297.7511,0.9379,Chinguitel
07/01/2019 20:00:00,07/01/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0,606.0,0.9125,0.9115,0.0081999999999999,0.9825,35.2833,12.4964,0.9671,Chinguitel
07/02/2019 20:00:00,07/02/2019 21:00:00,101.0,NKC BSC2(101),-87.0,-80.0,0.0064,236.0,0.9379,0.9325,0.0042,0.983,36.3386,83.3975,0.9693,Mauritel
07/02/2019 20:00:00,07/02/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-76.0,0.0,104.0,0.9498,0.9227,0.0087,0.9884,34.0825,241.3114,0.9506,Mauritel
07/02/2019 20:00:00,07/02/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,70.0,0.9295,0.9526,0.0045,0.9909,45.5972,117.3933,0.9948,Chinguitel
07/02/2019 20:00:00,07/02/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-88.0,-82.0,0.0006,596.0,0.913,0.9079,0.0118,0.9809,84.1847,18.1675,0.9817,Chinguitel
07/03/2019 20:00:00,07/03/2019 21:00:00,101.0,NKC BSC2(101),-87.0,-80.0,0.0092,191.0,0.9306,0.9287,0.0040999999999999,0.989,80.3303,20.3086,0.9661,Mauritel
07/03/2019 20:00:00,07/03/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-75.0,0.0,155.0,0.9391,0.9277,0.0005,0.9962,70.7222,14.3094,0.9724,Mauritel
07/03/2019 20:00:00,07/03/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-79.0,0.0,79.0,0.9243,0.9505,0.0004,0.9982,43.5331,0.9664,0.9827,Chinguitel
07/03/2019 20:00:00,07/03/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-82.0,0.0007,643.0,0.9106,0.9052,0.0017,0.9919,78.7831,1.0058,0.9797,Chinguitel
07/04/2019 20:00:00,07/04/2019 21:00:00,101.0,NKC BSC2(101),-87.0,-80.0,0.0032,214.0,0.9343,0.9294,0.0011,1.0,27.865,0.0239,0.9753,Mauritel
07/04/2019 20:00:00,07/04/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-75.0,0.0,53.0,0.9467,0.9325,0.0004,0.9999,66.9342,0.5867,0.9759,Mauritel
07/04/2019 20:00:00,07/04/2019 21:00:00,105.0,Kaedi BSC2(105),-85.0,-80.0,0.0,70.0,0.9162,0.9478,0.0006,0.9978,153.5006,4.6381,0.9923,Chinguitel
07/04/2019 20:00:00,07/04/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0,630.0,0.9062,0.9095,0.0005,0.9958,161.8767,17.1778,0.98,Chinguitel
07/05/2019 20:00:00,07/05/2019 21:00:00,101.0,NKC BSC2(101),-88.0,-81.0,0.0105,274.0,0.9396,0.9174,0.0005,0.9981,33.8153,0.1469,0.9837,Mauritel
07/05/2019 20:00:00,07/05/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-76.0,0.0,52.0,0.9459,0.9302,0.0005,0.9984,102.6264,7.3461,0.9836,Mauritel
07/05/2019 20:00:00,07/05/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,84.0,0.9188,0.949,0.001,0.9978,53.3064,0.1869,0.9885,Chinguitel
07/05/2019 20:00:00,07/05/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0002,606.0,0.9027,0.9081,0.0005,0.9982,135.0611,12.6461,0.9916,Chinguitel
07/06/2019 20:00:00,07/06/2019 21:00:00,101.0,NKC BSC2(101),-88.0,-81.0,0.0118,217.0,0.9406,0.9258,0.0040999999999999,0.9942,32.8569,4.9964,0.8847,Mauritel
07/06/2019 20:00:00,07/06/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-76.0,0.0,57.0,0.9489,0.935,0.0008,0.9959,23.6225,12.1978,0.9571,Mauritel
07/06/2019 20:00:00,07/06/2019 21:00:00,105.0,Kaedi BSC2(105),-85.0,-80.0,0.0088,86.0,0.9154,0.9461,0.0021,0.9913,30.6786,3.2011,0.9877,Chinguitel
07/06/2019 20:00:00,07/06/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0004,617.0,0.9037,0.9038,0.0002,0.9957,84.4186,84.2422,0.9789,Chinguitel
07/07/2019 20:00:00,07/07/2019 21:00:00,101.0,NKC BSC2(101),-87.0,-80.0,0.0035,190.0,0.9351,0.9293,0.0,0.9982,19.7631,0.0919,0.9838,Mauritel
07/07/2019 20:00:00,07/07/2019 21:00:00,102.0,NDB BSC2(102),-83.0,-75.0,0.0,49.0,0.9498,0.9432,0.0005,0.9987,17.4453,0.8069,0.9913,Mauritel
07/07/2019 20:00:00,07/07/2019 21:00:00,105.0,Kaedi BSC2(105),-85.0,-80.0,0.0,85.0,0.9169,0.944,0.0015,0.9979,69.0672,0.0,0.9875,Chinguitel
07/07/2019 20:00:00,07/07/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0004,566.0,0.9091,0.9105,0.0008,0.9987,48.0472,0.0078,0.9857,Chinguitel
07/08/2019 20:00:00,07/08/2019 21:00:00,101.0,NKC BSC2(101),-87.0,-80.0,0.008,215.0,0.9366,0.9289,0.0013,0.9991,46.3503,0.0,0.9786,Mauritel
07/08/2019 20:00:00,07/08/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0,58.0,0.9466,0.9375,0.0007,0.9992,89.1225,0.4231,0.9509,Mauritel
07/08/2019 20:00:00,07/08/2019 21:00:00,105.0,Kaedi BSC2(105),-84.0,-80.0,0.0,63.0,0.919,0.9467,0.0022,0.9956,105.0506,1.6386,0.9688,Chinguitel
07/08/2019 20:00:00,07/08/2019 21:00:00,106.0,KiffaBSC2(106) BSC2(106),-89.0,-83.0,0.0002,598.0,0.9046,0.9029,0.0011,0.9979,40.9131,1.3519,0.9665,Chinguitel
07/09/2019 20:00:00,07/09/2019 21:00:00,101.0,NKC BSC2(101),-87.0,-81.0,0.0059,243.0,0.9202,0.9247,0.0022,0.9974,34.1025,0.5244,0.974,Mauritel
07/09/2019 20:00:00,07/09/2019 21:00:00,102.0,NDB BSC2(102),-82.0,-75.0,0.0,69.0,0.9499,0.9381,0.0,0.9989,28.4089,0.0003,0.9456,Mauritel
